Timestamp;Measured energy production (MWh);Installed power (MW)
2020-11-23 08;260.13;1496.38
2020-11-23 09;646.08;1496.38
2020-11-23 10;865.45;1496.38
2020-11-23 11;960.54;1496.38
2020-11-23 12;980.96;1496.38
2020-11-23 13;951.62;1496.38
2020-11-23 14;851.16;1496.38
2020-11-23 15;651.97;1496.38
2020-11-23 16;230.61;1496.38
2020-11-23 17;5.24;1496.38
2020-11-23 18;0.39;1496.38
2020-11-23 19;0.28;1496.38
2020-11-23 20;0.23;1496.38
2020-11-23 21;0.26;1496.38
2020-11-23 22;0.39;1496.38
2020-11-23 23;0.34;1496.38
2020-11-24 00;0.38;1496.38
2020-11-24 01;0.37;1496.38
2020-11-24 02;0.30;1496.38
2020-11-24 03;0.39;1496.38
2020-11-24 04;0.35;1496.38
2020-11-24 05;0.25;1496.38
2020-11-24 06;0.56;1496.38
2020-11-24 07;5.82;1496.38
2020-11-24 08;185.94;1496.38
2020-11-24 09;552.09;1496.38
2020-11-24 10;759.10;1496.38
2020-11-24 11;847.48;1496.38
2020-11-24 12;862.22;1496.38
2020-11-24 13;710.45;1496.38
2020-11-24 14;501.24;1496.38
2020-11-24 15;426.25;1496.38
2020-11-24 16;139.71;1496.38
2020-11-24 17;10.70;1496.38
2020-11-24 18;8.84;1496.38
2020-11-24 19;8.63;1496.38
2020-11-24 20;7.63;1496.38
2020-11-24 21;7.63;1496.38
2020-11-24 22;7.65;1496.38
2020-11-24 23;7.68;1496.38
2020-11-25 00;7.80;1496.38
2020-11-25 01;7.63;1496.38
2020-11-25 02;7.41;1496.38
2020-11-25 03;7.62;1496.38
2020-11-25 04;7.45;1496.38
2020-11-25 05;7.56;1496.38
2020-11-25 06;7.70;1496.38
2020-11-25 07;13.81;1496.38
2020-11-25 08;153.04;1496.38
2020-11-25 09;197.76;1496.38
2020-11-25 10;114.38;1496.38
2020-11-25 11;115.39;1496.38
2020-11-25 12;217.91;1496.38
2020-11-25 13;325.40;1496.38
2020-11-25 14;192.45;1496.38
2020-11-25 15;131.32;1496.38
2020-11-25 16;38.82;1496.38
2020-11-25 17;8.70;1496.38
2020-11-25 18;7.93;1496.38
2020-11-25 19;7.71;1496.38
2020-11-25 20;7.46;1496.38
2020-11-25 21;7.49;1496.38
2020-11-25 22;7.72;1496.38
2020-11-25 23;7.81;1496.38
2020-11-26 00;7.83;1496.38
2020-11-26 01;7.66;1496.38
2020-11-26 02;7.69;1496.38
2020-11-26 03;7.60;1496.38
2020-11-26 04;7.70;1496.38
2020-11-26 05;7.45;1496.38
2020-11-26 06;7.65;1496.38
2020-11-26 07;8.04;1496.38
2020-11-26 08;13.73;1496.38
2020-11-26 09;43.56;1496.38
2020-11-26 10;54.73;1496.38
2020-11-26 11;145.16;1496.38
2020-11-26 12;189.22;1496.38
2020-11-26 13;212.82;1496.38
2020-11-26 14;126.03;1496.38
2020-11-26 15;113.08;1496.38
2020-11-26 16;49.03;1496.38
2020-11-26 17;14.69;1496.38
2020-11-26 18;0.29;1496.38
2020-11-26 19;0.29;1496.38
2020-11-26 20;0.24;1496.38
2020-11-26 21;0.30;1496.38
2020-11-26 22;0.31;1496.38
2020-11-26 23;0.30;1496.38
2020-11-27 00;0.34;1496.38
2020-11-27 01;0.39;1496.38
2020-11-27 02;0.26;1496.38
2020-11-27 03;0.32;1496.38
2020-11-27 04;0.30;1496.38
2020-11-27 05;0.34;1496.38
2020-11-27 06;0.35;1496.38
2020-11-27 07;0.64;1496.38
2020-11-27 08;16.90;1496.38
2020-11-27 09;85.60;1496.38
2020-11-27 10;187.13;1496.38
2020-11-27 11;279.60;1496.38
2020-11-27 12;326.50;1496.38
2020-11-27 13;277.97;1496.38
2020-11-27 14;211.36;1496.38
2020-11-27 15;92.16;1496.38
2020-11-27 16;57.83;1496.38
2020-11-27 17;2.33;1496.38
2020-11-27 18;0.35;1496.38
2020-11-27 19;0.29;1496.38
2020-11-27 20;0.30;1496.38
2020-11-27 21;0.25;1496.38
2020-11-27 22;0.30;1496.38
2020-11-27 23;0.35;1496.38
2020-11-28 00;0.38;1496.38
2020-11-28 01;0.38;1496.38
2020-11-28 02;0.30;1496.38
2020-11-28 03;0.38;1496.38
2020-11-28 04;0.33;1496.38
2020-11-28 05;0.33;1496.38
2020-11-28 06;0.45;1496.38
2020-11-28 07;3.18;1496.38
2020-11-28 08;191.13;1496.38
2020-11-28 09;352.79;1496.38
2020-11-28 10;502.02;1496.38
2020-11-28 11;484.87;1496.38
2020-11-28 12;654.47;1496.38
2020-11-28 13;638.19;1496.38
2020-11-28 14;561.37;1496.38
2020-11-28 15;229.48;1496.38
2020-11-28 16;68.20;1496.38
2020-11-28 17;1.50;1496.38
2020-11-28 18;0.48;1496.38
2020-11-28 19;0.32;1496.38
2020-11-28 20;0.35;1496.38
2020-11-28 21;0.31;1496.38
2020-11-28 22;0.27;1496.38
2020-11-28 23;0.31;1496.38
2020-11-29 00;0.28;1496.38
2020-11-29 01;0.25;1496.38
2020-11-29 02;0.21;1496.38
2020-11-29 03;0.24;1496.38
2020-11-29 04;0.25;1496.38
2020-11-29 05;0.23;1496.38
2020-11-29 06;0.26;1496.38
2020-11-29 07;1.41;1496.38
2020-11-29 08;91.50;1496.38
2020-11-29 09;316.68;1496.38
2020-11-29 10;449.56;1496.38
2020-11-29 11;500.79;1496.38
2020-11-29 12;538.73;1496.38
2020-11-29 13;353.61;1496.38
2020-11-29 14;317.23;1496.38
2020-11-29 15;109.45;1496.38
2020-11-29 16;24.99;1496.38
2020-11-29 17;1.18;1496.38
2020-11-29 18;0.29;1496.38
2020-11-29 19;0.28;1496.38
2020-11-29 20;0.30;1496.38
2020-11-29 21;0.33;1496.38
2020-11-29 22;0.33;1496.38
2020-11-29 23;0.40;1496.38
2020-11-30 00;0.40;1496.38
2020-11-30 01;0.37;1496.38
2020-11-30 02;0.31;1496.38
2020-11-30 03;0.34;1496.38
2020-11-30 04;0.37;1496.38
2020-11-30 05;0.35;1496.38
2020-11-30 06;0.26;1496.38
2020-11-30 07;1.90;1496.38
2020-11-30 08;68.45;1496.38
2020-11-30 09;363.03;1496.38
2020-11-30 10;563.59;1496.38
2020-11-30 11;792.00;1496.38
2020-11-30 12;849.18;1496.38
2020-11-30 13;830.39;1496.38
2020-11-30 14;723.69;1496.38
2020-11-30 15;625.66;1496.38
2020-11-30 16;192.77;1496.38
2020-11-30 17;2.67;1496.38
2020-11-30 18;0.71;1496.38
2020-11-30 19;0.40;1496.38
2020-11-30 20;0.27;1496.38
2020-11-30 21;0.29;1496.38
2020-11-30 22;0.29;1496.38
2020-11-30 23;0.27;1496.38
2020-12-01 00;0.29;1496.38
2020-12-01 01;0.30;1496.38
2020-12-01 02;0.22;1496.38
2020-12-01 03;0.31;1496.38
2020-12-01 04;0.24;1496.38
2020-12-01 05;0.27;1496.38
2020-12-01 06;0.30;1496.38
2020-12-01 07;3.51;1496.38
2020-12-01 08;161.01;1496.38
2020-12-01 09;493.91;1496.38
2020-12-01 10;713.84;1496.38
2020-12-01 11;789.95;1496.38
2020-12-01 12;825.11;1496.38
2020-12-01 13;823.36;1496.38
2020-12-01 14;738.59;1496.38
2020-12-01 15;525.88;1496.38
2020-12-01 16;174.50;1496.38
2020-12-01 17;2.87;1496.38
2020-12-01 18;0.26;1496.38
2020-12-01 19;0.28;1496.38
2020-12-01 20;0.33;1496.38
2020-12-01 21;0.34;1496.38
2020-12-01 22;0.27;1496.38
2020-12-01 23;0.27;1496.38
2020-12-02 00;0.35;1496.38
2020-12-02 01;0.38;1496.38
2020-12-02 02;0.26;1496.38
2020-12-02 03;0.36;1496.38
2020-12-02 04;0.35;1496.38
2020-12-02 05;0.35;1496.38
2020-12-02 06;0.26;1496.38
2020-12-02 07;2.29;1496.38
2020-12-02 08;131.97;1496.38
2020-12-02 09;421.44;1496.38
2020-12-02 10;612.80;1496.38
2020-12-02 11;705.59;1496.38
2020-12-02 12;754.61;1496.38
2020-12-02 13;717.74;1496.38
2020-12-02 14;595.12;1496.38
2020-12-02 15;426.68;1496.38
2020-12-02 16;144.06;1496.38
2020-12-02 17;3.93;1496.38
2020-12-02 18;0.32;1496.38
2020-12-02 19;0.28;1496.38
2020-12-02 20;0.31;1496.38
2020-12-02 21;0.27;1496.38
2020-12-02 22;0.35;1496.38
2020-12-02 23;0.34;1496.38
2020-12-03 00;0.38;1496.38
2020-12-03 01;0.34;1496.38
2020-12-03 02;0.19;1496.38
2020-12-03 03;0.34;1496.38
2020-12-03 04;0.33;1496.38
2020-12-03 05;0.29;1496.38
2020-12-03 06;0.30;1496.38
2020-12-03 07;3.17;1496.38
2020-12-03 08;241.33;1496.38
2020-12-03 09;685.09;1496.38
2020-12-03 10;897.25;1496.38
2020-12-03 11;973.56;1496.38
2020-12-03 12;995.72;1496.38
2020-12-03 13;975.90;1496.38
2020-12-03 14;874.32;1496.38
2020-12-03 15;610.33;1496.38
2020-12-03 16;184.39;1496.38
2020-12-03 17;6.35;1496.38
2020-12-03 18;0.31;1496.38
2020-12-03 19;0.28;1496.38
2020-12-03 20;0.33;1496.38
2020-12-03 21;0.33;1496.38
2020-12-03 22;0.30;1496.38
2020-12-03 23;0.43;1496.38
2020-12-04 00;0.42;1496.38
2020-12-04 01;0.26;1496.38
2020-12-04 02;0.29;1496.38
2020-12-04 03;0.34;1496.38
2020-12-04 04;0.28;1496.38
2020-12-04 05;0.29;1496.38
2020-12-04 06;0.37;1496.38
2020-12-04 07;1.24;1496.38
2020-12-04 08;66.87;1496.38
2020-12-04 09;163.28;1496.38
2020-12-04 10;309.34;1496.38
2020-12-04 11;327.06;1496.38
2020-12-04 12;365.90;1496.38
2020-12-04 13;250.09;1496.38
2020-12-04 14;177.29;1496.38
2020-12-04 15;137.38;1496.38
2020-12-04 16;60.97;1496.38
2020-12-04 17;2.59;1496.38
2020-12-04 18;0.29;1496.38
2020-12-04 19;0.31;1496.38
2020-12-04 20;0.27;1496.38
2020-12-04 21;0.31;1496.38
2020-12-04 22;0.33;1496.38
2020-12-04 23;0.35;1496.38
2020-12-05 00;0.36;1493.58
2020-12-05 01;0.35;1493.58
2020-12-05 02;0.27;1493.58
2020-12-05 03;0.32;1493.58
2020-12-05 04;0.29;1493.58
2020-12-05 05;0.31;1493.58
2020-12-05 06;0.34;1493.58
2020-12-05 07;1.70;1493.58
2020-12-05 08;191.17;1493.58
2020-12-05 09;596.13;1493.58
2020-12-05 10;824.04;1493.58
2020-12-05 11;917.33;1493.58
2020-12-05 12;925.15;1493.58
2020-12-05 13;958.59;1493.58
2020-12-05 14;884.33;1493.58
2020-12-05 15;633.86;1493.58
2020-12-05 16;194.04;1493.58
2020-12-05 17;3.54;1493.58
2020-12-05 18;0.29;1493.58
2020-12-05 19;0.31;1493.58
2020-12-05 20;0.28;1493.58
2020-12-05 21;0.33;1493.58
2020-12-05 22;0.36;1493.58
2020-12-05 23;0.41;1493.58
2020-12-06 00;0.36;1493.58
2020-12-06 01;0.36;1493.58
2020-12-06 02;0.25;1493.58
2020-12-06 03;0.36;1493.58
2020-12-06 04;0.32;1493.58
2020-12-06 05;0.24;1493.58
2020-12-06 06;0.31;1493.58
2020-12-06 07;2.00;1493.58
2020-12-06 08;186.21;1493.58
2020-12-06 09;389.18;1493.58
2020-12-06 10;391.87;1493.58
2020-12-06 11;585.55;1493.58
2020-12-06 12;427.39;1493.58
2020-12-06 13;318.10;1493.58
2020-12-06 14;378.16;1493.58
2020-12-06 15;320.63;1493.58
2020-12-06 16;51.86;1493.58
2020-12-06 17;1.40;1493.58
2020-12-06 18;0.77;1493.58
2020-12-06 19;0.30;1493.58
2020-12-06 20;0.35;1493.58
2020-12-06 21;0.37;1493.58
2020-12-06 22;0.39;1493.58
2020-12-06 23;0.33;1493.58
2020-12-07 00;0.40;1493.58
2020-12-07 01;0.33;1493.58
2020-12-07 02;0.29;1493.58
2020-12-07 03;0.32;1493.58
2020-12-07 04;0.31;1493.58
2020-12-07 05;0.37;1493.58
2020-12-07 06;0.29;1493.58
2020-12-07 07;0.58;1493.58
2020-12-07 08;40.94;1493.58
2020-12-07 09;257.56;1493.58
2020-12-07 10;385.73;1493.58
2020-12-07 11;540.37;1493.58
2020-12-07 12;526.04;1493.58
2020-12-07 13;422.04;1493.58
2020-12-07 14;269.25;1493.58
2020-12-07 15;167.76;1493.58
2020-12-07 16;58.28;1493.58
2020-12-07 17;1.06;1493.58
2020-12-07 18;0.32;1493.58
2020-12-07 19;0.23;1493.58
2020-12-07 20;0.31;1493.58
2020-12-07 21;0.35;1493.58
2020-12-07 22;0.40;1493.58
2020-12-07 23;0.40;1493.58
2020-12-08 00;0.40;1493.58
2020-12-08 01;0.34;1493.58
2020-12-08 02;0.26;1493.58
2020-12-08 03;0.32;1493.58
2020-12-08 04;0.30;1493.58
2020-12-08 05;0.32;1493.58
2020-12-08 06;0.41;1493.58
2020-12-08 07;0.67;1493.58
2020-12-08 08;79.23;1493.58
2020-12-08 09;423.79;1493.58
2020-12-08 10;608.10;1493.58
2020-12-08 11;745.20;1493.58
2020-12-08 12;746.52;1493.58
2020-12-08 13;588.55;1493.58
2020-12-08 14;560.33;1493.58
2020-12-08 15;448.70;1493.58
2020-12-08 16;195.08;1493.58
2020-12-08 17;4.95;1493.58
2020-12-08 18;1.32;1493.58
2020-12-08 19;0.33;1493.58
2020-12-08 20;0.28;1493.58
2020-12-08 21;0.26;1493.58
2020-12-08 22;0.29;1493.58
2020-12-08 23;0.42;1493.58
2020-12-09 00;0.31;1493.58
2020-12-09 01;0.25;1493.58
2020-12-09 02;0.25;1493.58
2020-12-09 03;0.28;1493.58
2020-12-09 04;0.29;1493.58
2020-12-09 05;0.37;1493.58
2020-12-09 06;0.27;1493.58
2020-12-09 07;1.80;1493.58
2020-12-09 08;175.29;1493.58
2020-12-09 09;444.64;1493.58
2020-12-09 10;630.16;1493.58
2020-12-09 11;737.71;1493.58
2020-12-09 12;733.46;1493.58
2020-12-09 13;683.39;1493.58
2020-12-09 14;482.67;1493.58
2020-12-09 15;297.04;1493.58
2020-12-09 16;84.75;1493.58
2020-12-09 17;1.80;1493.58
2020-12-09 18;0.40;1493.58
2020-12-09 19;0.33;1493.58
2020-12-09 20;0.41;1493.58
2020-12-09 21;0.36;1493.58
2020-12-09 22;0.44;1493.58
2020-12-09 23;0.42;1493.58
2020-12-10 00;0.37;1493.58
2020-12-10 01;0.42;1493.58
2020-12-10 02;0.34;1493.58
2020-12-10 03;0.48;1493.58
2020-12-10 04;0.45;1493.58
2020-12-10 05;0.39;1493.58
2020-12-10 06;0.35;1493.58
2020-12-10 07;0.51;1493.58
2020-12-10 08;18.72;1493.58
2020-12-10 09;122.99;1493.58
2020-12-10 10;206.05;1493.58
2020-12-10 11;313.31;1493.58
2020-12-10 12;321.34;1493.58
2020-12-10 13;221.34;1493.58
2020-12-10 14;117.34;1493.58
2020-12-10 15;59.39;1493.58
2020-12-10 16;36.91;1493.58
2020-12-10 17;6.55;1493.58
2020-12-10 18;1.77;1493.58
2020-12-10 19;0.27;1493.58
2020-12-10 20;0.25;1493.58
2020-12-10 21;0.27;1493.58
2020-12-10 22;0.36;1493.58
2020-12-10 23;0.33;1493.58
2020-12-11 00;0.31;1493.58
2020-12-11 01;0.32;1493.58
2020-12-11 02;0.22;1493.58
2020-12-11 03;0.32;1493.58
2020-12-11 04;0.32;1493.58
2020-12-11 05;0.26;1493.58
2020-12-11 06;0.25;1493.58
2020-12-11 07;0.39;1493.58
2020-12-11 08;23.00;1493.58
2020-12-11 09;102.78;1493.58
2020-12-11 10;162.90;1493.58
2020-12-11 11;165.49;1493.58
2020-12-11 12;168.50;1493.58
2020-12-11 13;159.27;1493.58
2020-12-11 14;109.67;1493.58
2020-12-11 15;64.26;1493.58
2020-12-11 16;22.17;1493.58
2020-12-11 17;1.62;1493.58
2020-12-11 18;1.17;1493.58
2020-12-11 19;0.29;1493.58
2020-12-11 20;0.22;1493.58
2020-12-11 21;0.23;1493.58
2020-12-11 22;0.29;1493.58
2020-12-11 23;0.28;1493.58
2020-12-12 00;0.30;1785.48
2020-12-12 01;0.32;1785.48
2020-12-12 02;0.30;1785.48
2020-12-12 03;0.32;1785.48
2020-12-12 04;0.40;1785.48
2020-12-12 05;0.21;1785.48
2020-12-12 06;0.29;1785.48
2020-12-12 07;0.71;1785.48
2020-12-12 08;111.75;1785.48
2020-12-12 09;367.03;1785.48
2020-12-12 10;491.46;1785.48
2020-12-12 11;616.68;1785.48
2020-12-12 12;685.13;1785.48
2020-12-12 13;762.41;1785.48
2020-12-12 14;730.80;1785.48
2020-12-12 15;551.70;1785.48
2020-12-12 16;170.87;1785.48
2020-12-12 17;4.67;1785.48
2020-12-12 18;3.15;1785.48
2020-12-12 19;3.09;1785.48
2020-12-12 20;3.13;1785.48
2020-12-12 21;3.10;1785.48
2020-12-12 22;3.15;1785.48
2020-12-12 23;3.39;1785.48
2020-12-13 00;3.36;1785.48
2020-12-13 01;3.36;1785.48
2020-12-13 02;3.28;1785.48
2020-12-13 03;3.32;1785.48
2020-12-13 04;2.64;1785.48
2020-12-13 05;0.22;1785.48
2020-12-13 06;0.20;1785.48
2020-12-13 07;0.59;1785.48
2020-12-13 08;47.76;1785.48
2020-12-13 09;149.36;1785.48
2020-12-13 10;246.94;1785.48
2020-12-13 11;299.25;1785.48
2020-12-13 12;283.48;1785.48
2020-12-13 13;235.53;1785.48
2020-12-13 14;140.37;1785.48
2020-12-13 15;92.73;1785.48
2020-12-13 16;26.00;1785.48
2020-12-13 17;0.67;1785.48
2020-12-13 18;0.22;1785.48
2020-12-13 19;0.32;1785.48
2020-12-13 20;0.27;1785.48
2020-12-13 21;0.27;1785.48
2020-12-13 22;0.30;1785.48
2020-12-13 23;0.37;1785.48
2020-12-14 00;0.31;1785.48
2020-12-14 01;0.38;1785.48
2020-12-14 02;0.22;1785.48
2020-12-14 03;0.38;1785.48
2020-12-14 04;0.33;1785.48
2020-12-14 05;0.22;1785.48
2020-12-14 06;0.24;1785.48
2020-12-14 07;0.52;1785.48
2020-12-14 08;18.07;1785.48
2020-12-14 09;122.41;1785.48
2020-12-14 10;286.82;1785.48
2020-12-14 11;360.74;1785.48
2020-12-14 12;391.61;1785.48
2020-12-14 13;380.40;1785.48
2020-12-14 14;335.76;1785.48
2020-12-14 15;194.56;1785.48
2020-12-14 16;41.06;1785.48
2020-12-14 17;1.26;1785.48
2020-12-14 18;0.26;1785.48
2020-12-14 19;0.27;1785.48
2020-12-14 20;0.30;1785.48
2020-12-14 21;0.25;1785.48
2020-12-14 22;0.25;1785.48
2020-12-14 23;0.28;1785.48
2020-12-15 00;0.22;1785.48
2020-12-15 01;0.30;1785.48
2020-12-15 02;0.22;1785.48
2020-12-15 03;0.27;1785.48
2020-12-15 04;0.28;1785.48
2020-12-15 05;0.30;1785.48
2020-12-15 06;0.24;1785.48
2020-12-15 07;0.54;1785.48
2020-12-15 08;72.64;1785.48
2020-12-15 09;335.51;1785.48
2020-12-15 10;599.93;1785.48
2020-12-15 11;793.04;1785.48
2020-12-15 12;837.43;1785.48
2020-12-15 13;807.75;1785.48
2020-12-15 14;665.36;1785.48
2020-12-15 15;388.47;1785.48
2020-12-15 16;122.95;1785.48
2020-12-15 17;3.39;1785.48
2020-12-15 18;0.26;1785.48
2020-12-15 19;0.29;1785.48
2020-12-15 20;0.24;1785.48
2020-12-15 21;0.29;1785.48
2020-12-15 22;0.34;1785.48
2020-12-15 23;0.37;1785.48
2020-12-16 00;0.30;1785.48
2020-12-16 01;0.32;1785.48
2020-12-16 02;0.28;1785.48
2020-12-16 03;0.37;1785.48
2020-12-16 04;0.36;1785.48
2020-12-16 05;0.32;1785.48
2020-12-16 06;0.23;1785.48
2020-12-16 07;0.72;1785.48
2020-12-16 08;32.71;1785.48
2020-12-16 09;74.39;1785.48
2020-12-16 10;155.40;1785.48
2020-12-16 11;226.87;1785.48
2020-12-16 12;186.18;1785.48
2020-12-16 13;156.92;1785.48
2020-12-16 14;138.40;1785.48
2020-12-16 15;72.11;1785.48
2020-12-16 16;23.75;1785.48
2020-12-16 17;2.28;1785.48
2020-12-16 18;0.27;1785.48
2020-12-16 19;0.27;1785.48
2020-12-16 20;0.31;1785.48
2020-12-16 21;0.26;1785.48
2020-12-16 22;0.26;1785.48
2020-12-16 23;0.34;1785.48
2020-12-17 00;0.39;1785.48
2020-12-17 01;0.24;1785.48
2020-12-17 02;0.18;1785.48
2020-12-17 03;0.30;1785.48
2020-12-17 04;0.27;1785.48
2020-12-17 05;0.25;1785.48
2020-12-17 06;0.27;1785.48
2020-12-17 07;0.37;1785.48
2020-12-17 08;49.70;1785.48
2020-12-17 09;173.28;1785.48
2020-12-17 10;219.79;1785.48
2020-12-17 11;298.88;1785.48
2020-12-17 12;326.71;1785.48
2020-12-17 13;352.77;1785.48
2020-12-17 14;307.96;1785.48
2020-12-17 15;223.87;1785.48
2020-12-17 16;78.14;1785.48
2020-12-17 17;1.78;1785.48
2020-12-17 18;0.26;1785.48
2020-12-17 19;0.33;1785.48
2020-12-17 20;0.34;1785.48
2020-12-17 21;0.29;1785.48
2020-12-17 22;0.41;1785.48
2020-12-17 23;0.33;1785.48
2020-12-18 00;0.41;2057.73
2020-12-18 01;0.30;2057.73
2020-12-18 02;0.25;2057.73
2020-12-18 03;0.26;2057.73
2020-12-18 04;0.26;2057.73
2020-12-18 05;0.35;2057.73
2020-12-18 06;0.27;2057.73
2020-12-18 07;0.40;2057.73
2020-12-18 08;34.43;2057.73
2020-12-18 09;161.13;2057.73
2020-12-18 10;339.70;2057.73
2020-12-18 11;415.88;2057.73
2020-12-18 12;439.50;2057.73
2020-12-18 13;375.02;2057.73
2020-12-18 14;265.64;2057.73
2020-12-18 15;149.10;2057.73
2020-12-18 16;32.08;2057.73
2020-12-18 17;1.02;2057.73
2020-12-18 18;0.42;2057.73
2020-12-18 19;0.30;2057.73
2020-12-18 20;0.35;2057.73
2020-12-18 21;0.30;2057.73
2020-12-18 22;0.37;2057.73
2020-12-18 23;0.34;2057.73
2020-12-19 00;0.34;2057.73
2020-12-19 01;0.27;2057.73
2020-12-19 02;0.27;2057.73
2020-12-19 03;0.28;2057.73
2020-12-19 04;0.27;2057.73
2020-12-19 05;0.25;2057.73
2020-12-19 06;0.29;2057.73
2020-12-19 07;0.31;2057.73
2020-12-19 08;3.14;2057.73
2020-12-19 09;20.96;2057.73
2020-12-19 10;40.42;2057.73
2020-12-19 11;72.53;2057.73
2020-12-19 12;115.99;2057.73
2020-12-19 13;125.21;2057.73
2020-12-19 14;86.69;2057.73
2020-12-19 15;49.19;2057.73
2020-12-19 16;29.66;2057.73
2020-12-19 17;0.88;2057.73
2020-12-19 18;0.29;2057.73
2020-12-19 19;0.30;2057.73
2020-12-19 20;0.26;2057.73
2020-12-19 21;0.26;2057.73
2020-12-19 22;0.35;2057.73
2020-12-19 23;0.31;2057.73
2020-12-20 00;0.30;2057.73
2020-12-20 01;0.32;2057.73
2020-12-20 02;0.24;2057.73
2020-12-20 03;0.24;2057.73
2020-12-20 04;0.30;2057.73
2020-12-20 05;0.24;2057.73
2020-12-20 06;0.24;2057.73
2020-12-20 07;0.36;2057.73
2020-12-20 08;17.81;2057.73
2020-12-20 09;114.16;2057.73
2020-12-20 10;220.67;2057.73
2020-12-20 11;396.53;2057.73
2020-12-20 12;527.32;2057.73
2020-12-20 13;558.20;2057.73
2020-12-20 14;559.46;2057.73
2020-12-20 15;443.82;2057.73
2020-12-20 16;155.40;2057.73
2020-12-20 17;2.72;2057.73
2020-12-20 18;0.25;2057.73
2020-12-20 19;0.23;2057.73
2020-12-20 20;0.29;2057.73
2020-12-20 21;0.28;2057.73
2020-12-20 22;0.34;2057.73
2020-12-20 23;0.35;2057.73
2020-12-21 00;0.34;2057.73
2020-12-21 01;0.37;2057.73
2020-12-21 02;0.31;2057.73
2020-12-21 03;0.34;2057.73
2020-12-21 04;0.36;2057.73
2020-12-21 05;0.33;2057.73
2020-12-21 06;0.35;2057.73
2020-12-21 07;0.43;2057.73
2020-12-21 08;50.78;2057.73
2020-12-21 09;229.49;2057.73
2020-12-21 10;382.83;2057.73
2020-12-21 11;499.69;2057.73
2020-12-21 12;562.84;2057.73
2020-12-21 13;560.39;2057.73
2020-12-21 14;491.32;2057.73
2020-12-21 15;352.63;2057.73
2020-12-21 16;124.58;2057.73
2020-12-21 17;4.23;2057.73
2020-12-21 18;0.36;2057.73
2020-12-21 19;0.34;2057.73
2020-12-21 20;0.38;2057.73
2020-12-21 21;0.39;2057.73
2020-12-21 22;0.37;2057.73
2020-12-21 23;0.45;2057.73
2020-12-22 00;0.44;2057.73
2020-12-22 01;0.34;2057.73
2020-12-22 02;0.33;2057.73
2020-12-22 03;0.33;2057.73
2020-12-22 04;0.37;2057.73
2020-12-22 05;0.31;2057.73
2020-12-22 06;0.28;2057.73
2020-12-22 07;0.44;2057.73
2020-12-22 08;78.26;2057.73
2020-12-22 09;347.24;2057.73
2020-12-22 10;591.98;2057.73
2020-12-22 11;752.37;2057.73
2020-12-22 12;855.89;2057.73
2020-12-22 13;856.58;2057.73
2020-12-22 14;780.73;2057.73
2020-12-22 15;563.95;2057.73
2020-12-22 16;155.36;2057.73
2020-12-22 17;3.42;2057.73
2020-12-22 18;0.42;2057.73
2020-12-22 19;0.40;2057.73
2020-12-22 20;0.40;2057.73
2020-12-22 21;0.32;2057.73
2020-12-22 22;0.28;2057.73
2020-12-22 23;0.32;2057.73
2020-12-23 00;0.27;2057.73
2020-12-23 01;0.28;2057.73
2020-12-23 02;0.27;2057.73
2020-12-23 03;0.29;2057.73
2020-12-23 04;0.28;2057.73
2020-12-23 05;0.26;2057.73
2020-12-23 06;0.36;2057.73
2020-12-23 07;0.45;2057.73
2020-12-23 08;20.42;2057.73
2020-12-23 09;87.08;2057.73
2020-12-23 10;153.79;2057.73
2020-12-23 11;171.27;2057.73
2020-12-23 12;223.15;2057.73
2020-12-23 13;224.61;2057.73
2020-12-23 14;145.69;2057.73
2020-12-23 15;72.71;2057.73
2020-12-23 16;25.39;2057.73
2020-12-23 17;1.37;2057.73
2020-12-23 18;0.60;2057.73
2020-12-23 19;0.60;2057.73
2020-12-23 20;0.59;2057.73
2020-12-23 21;0.58;2057.73
2020-12-23 22;0.57;2057.73
2020-12-23 23;0.57;2057.73
2020-12-24 00;0.55;2057.73
2020-12-24 01;0.49;2057.73
2020-12-24 02;0.48;2057.73
2020-12-24 03;0.57;2057.73
2020-12-24 04;0.57;2057.73
2020-12-24 05;0.57;2057.73
2020-12-24 06;0.57;2057.73
2020-12-24 07;0.76;2057.73
2020-12-24 08;17.43;2057.73
2020-12-24 09;92.53;2057.73
2020-12-24 10;174.55;2057.73
2020-12-24 11;258.29;2057.73
2020-12-24 12;337.38;2057.73
2020-12-24 13;415.23;2057.73
2020-12-24 14;370.87;2057.73
2020-12-24 15;258.66;2057.73
2020-12-24 16;72.40;2057.73
2020-12-24 17;1.67;2057.73
2020-12-24 18;0.67;2057.73
2020-12-24 19;0.66;2057.73
2020-12-24 20;0.66;2057.73
2020-12-24 21;0.66;2057.73
2020-12-24 22;0.66;2057.73
2020-12-24 23;0.65;2057.73
2020-12-25 00;0.65;2057.73
2020-12-25 01;0.66;2057.73
2020-12-25 02;0.56;2057.73
2020-12-25 03;0.65;2057.73
2020-12-25 04;0.65;2057.73
2020-12-25 05;0.66;2057.73
2020-12-25 06;0.64;2057.73
2020-12-25 07;0.89;2057.73
2020-12-25 08;115.65;2057.73
2020-12-25 09;484.96;2057.73
2020-12-25 10;702.35;2057.73
2020-12-25 11;873.45;2057.73
2020-12-25 12;954.56;2057.73
2020-12-25 13;927.13;2057.73
2020-12-25 14;872.40;2057.73
2020-12-25 15;684.50;2057.73
