Timestamp;Measured energy production (MWh);Installed power (MW)
2021-01-02 10;2133;6265.05
2021-01-02 11;2053.34;6265.05
2021-01-02 12;1976.2;6265.05
2021-01-02 13;1967.78;6265.05
2021-01-02 14;1979.11;6265.05
2021-01-02 15;1923.91;6265.05
2021-01-02 16;1842.61;6265.05
2021-01-02 17;1667.27;6265.05
2021-01-02 18;1362.28;6265.05
2021-01-02 19;1147.19;6265.05
2021-01-02 20;1166.92;6265.05
2021-01-02 21;1102.73;6038.15
2021-01-02 22;1044.75;6037.13
2021-01-02 23;1071.16;5967.45
2021-01-03 00;1053.5;5963.38
2021-01-03 01;1066.39;5953.57
2021-01-03 02;1179.49;5945.95
2021-01-03 03;1138.9;5933.93
2021-01-03 04;1137.89;5923.14
2021-01-03 05;1036.01;5925.32
2021-01-03 06;936.54;5925.04
2021-01-03 07;951.22;5928.02
2021-01-03 08;1019.14;5928.58
2021-01-03 09;1054.46;5925.55
2021-01-03 10;1115.59;5949.81
2021-01-03 11;1153;6265.05
2021-01-03 12;1227.11;6265.05
2021-01-03 13;1401.73;6265.05
2021-01-03 14;1760.14;6265.05
2021-01-03 15;1975.25;6265.05
2021-01-03 16;2077.16;6265.05
2021-01-03 17;2268.06;6265.05
2021-01-03 18;2305.92;6265.05
2021-01-03 19;2293.54;6265.05
2021-01-03 20;1944.54;6265.05
2021-01-03 21;1755.2;6265.05
2021-01-03 22;1530.48;6265.05
2021-01-03 23;1488.93;6265.05
2021-01-04 00;1381.02;6265.05
2021-01-04 01;1436.86;6265.05
2021-01-04 02;1447.27;6265.05
2021-01-04 03;1600.19;6265.05
2021-01-04 04;1712.26;6265.05
2021-01-04 05;1761.67;6265.05
2021-01-04 06;1823.22;6265.05
2021-01-04 07;1906.28;6265.05
2021-01-04 08;1905.8;6265.05
2021-01-04 09;1807.55;6265.05
2021-01-04 10;1652.66;6265.05
2021-01-04 11;1343.24;6265.05
2021-01-04 12;1142.27;6265.05
2021-01-04 13;1187.12;6265.05
2021-01-04 14;1164.63;6265.05
2021-01-04 15;1075.71;6265.05
2021-01-04 16;1039.68;6265.05
2021-01-04 17;954.76;6265.05
2021-01-04 18;842.76;6265.05
2021-01-04 19;867.12;6265.05
2021-01-04 20;852.87;6265.05
2021-01-04 21;808.09;6265.05
2021-01-04 22;615.87;6265.05
2021-01-04 23;514.33;6265.05
2021-01-05 00;419.19;6265.05
2021-01-05 01;345.8;6265.05
2021-01-05 02;389.61;6265.05
2021-01-05 03;469.69;6265.05
2021-01-05 04;512.56;6265.05
2021-01-05 05;492.39;6265.05
2021-01-05 06;452.68;6265.05
2021-01-05 07;464;6265.05
2021-01-05 08;431.72;6265.05
2021-01-05 09;393.29;6265.05
2021-01-05 10;347.78;6265.05
2021-01-05 11;279.26;6265.05
2021-01-05 12;193.74;6265.05
2021-01-05 13;145.38;6265.05
2021-01-05 14;148.4;6265.05
2021-01-05 15;113.69;6265.05
2021-01-05 16;97.74;6265.05
2021-01-05 17;83.49;6265.05
2021-01-05 18;70.91;6265.05
2021-01-05 19;85.78;6265.05
2021-01-05 20;100.48;6265.05
2021-01-05 21;91.63;6265.05
2021-01-05 22;83.15;6265.05
2021-01-05 23;72.82;6265.05
2021-01-06 00;91.97;6265.05
2021-01-06 01;74.86;6265.05
2021-01-06 02;73.76;6265.05
2021-01-06 03;75.94;6265.05
2021-01-06 04;69.21;6265.05
2021-01-06 05;61.42;6265.05
2021-01-06 06;58.76;6265.05
2021-01-06 07;57.88;6265.05
2021-01-06 08;63.91;6265.05
2021-01-06 09;82.97;6265.05
2021-01-06 10;104.44;6265.05
2021-01-06 11;84.3;6265.05
2021-01-06 12;52.52;6265.05
2021-01-06 13;39.14;6265.05
2021-01-06 14;40.65;6265.05
2021-01-06 15;36.35;6265.05
2021-01-06 16;34.51;6265.05
2021-01-06 17;50.75;6265.05
2021-01-06 18;71.66;6265.05
2021-01-06 19;119.77;6265.05
2021-01-06 20;193.65;6265.05
2021-01-06 21;336.56;6265.05
2021-01-06 22;534.55;6265.05
2021-01-06 23;701.9;6265.05
2021-01-07 00;824.04;6265.05
2021-01-07 01;908.39;6265.05
2021-01-07 02;989.87;6265.05
2021-01-07 03;1062.35;6265.05
2021-01-07 04;1017.61;6265.05
2021-01-07 05;1008.93;6265.05
2021-01-07 06;1022.55;6265.05
2021-01-07 07;1072.12;6265.05
2021-01-07 08;1019.13;6265.05
2021-01-07 09;1022.28;6265.05
2021-01-07 10;1075.11;6265.05
2021-01-07 11;963.32;6265.05
2021-01-07 12;680.82;6265.05
2021-01-07 13;493.11;6265.05
2021-01-07 14;461.82;6265.05
2021-01-07 15;533.98;6265.05
2021-01-07 16;606.01;6265.05
2021-01-07 17;660.75;6265.05
2021-01-07 18;817.32;6265.05
2021-01-07 19;1188.79;6265.05
2021-01-07 20;1486.41;6265.05
2021-01-07 21;1641.11;6265.05
2021-01-07 22;1799.93;6265.05
2021-01-07 23;1891.97;6265.05
2021-01-08 00;1814.69;6265.05
2021-01-08 01;1826.93;6265.05
2021-01-08 02;2153.84;6265.05
2021-01-08 03;2435.46;6265.05
2021-01-08 04;2505.82;6265.05
2021-01-08 05;2497.51;6265.05
2021-01-08 06;2331.3;6265.05
2021-01-08 07;2324.51;6265.05
2021-01-08 08;2465.89;6265.05
2021-01-08 09;2516.19;6265.05
2021-01-08 10;2606.58;6265.05
2021-01-08 11;2762.45;6265.05
2021-01-08 12;2893.89;6265.05
2021-01-08 13;2833.24;6265.05
2021-01-08 14;2956.87;6265.05
2021-01-08 15;3162.07;6265.05
2021-01-08 16;3159.6;6265.05
2021-01-08 17;3128.1;6265.05
2021-01-08 18;3140.77;6265.05
2021-01-08 19;3171.41;6265.05
2021-01-08 20;3229.94;6265.05
2021-01-08 21;3324.54;6265.05
2021-01-08 22;3482.79;6265.05
2021-01-08 23;3614.64;6265.05
2021-01-09 00;3685.3;6265.05
2021-01-09 01;3868.31;6265.05
2021-01-09 02;3948.34;6265.05
2021-01-09 03;3957.61;6265.05
2021-01-09 04;3941.99;6265.05
2021-01-09 05;3946.12;6265.05
2021-01-09 06;3961.93;6265.05
2021-01-09 07;3991.7;6265.05
2021-01-09 08;4060.92;6265.05
2021-01-09 09;4139.68;6265.05
2021-01-09 10;4120.35;6265.05
2021-01-09 11;4064.8;6265.05
2021-01-09 12;4004.79;6265.05
2021-01-09 13;3971.51;6265.05
2021-01-09 14;3924.67;6265.05
2021-01-09 15;3891.81;6265.05
2021-01-09 16;3871.31;6265.05
2021-01-09 17;3809.74;6265.05
2021-01-09 18;3752.89;6265.05
2021-01-09 19;3660.78;6265.05
2021-01-09 20;3568.75;6265.05
2021-01-09 21;3466.5;6265.05
2021-01-09 22;3427.18;6265.05
2021-01-09 23;3343.74;6265.05
2021-01-10 00;3293.68;6265.05
2021-01-10 01;3236.96;6265.05
2021-01-10 02;3243.78;6265.05
2021-01-10 03;3297.32;6265.05
2021-01-10 04;3334.88;6265.05
2021-01-10 05;3498.64;6265.05
2021-01-10 06;3627.36;6265.05
2021-01-10 07;3636.44;6265.05
2021-01-10 08;3658.31;6265.05
2021-01-10 09;3636.64;6265.05
2021-01-10 10;3517.19;6265.05
2021-01-10 11;3510.41;6265.05
2021-01-10 12;3443.48;6265.05
2021-01-10 13;3375.17;6265.05
2021-01-10 14;3372.97;6265.05
2021-01-10 15;3352.07;6265.05
2021-01-10 16;3315.81;6265.05
2021-01-10 17;3351.99;6265.05
2021-01-10 18;3310.57;6265.05
2021-01-10 19;3337.96;6265.05
2021-01-10 20;3314.81;5993.03
2021-01-10 21;3310.26;6004.74
2021-01-10 22;3325.43;5995.12
2021-01-10 23;3189.68;6003.95
2021-01-11 00;3124.3;6002.31
2021-01-11 01;3109.84;6012.77
2021-01-11 02;2993.99;6006.62
2021-01-11 03;2956.11;6007.54
2021-01-11 04;2905.33;6008.22
2021-01-11 05;2857.67;5986.15
2021-01-11 06;2908.07;5995.91
2021-01-11 07;2911.27;5999.78
2021-01-11 08;2788.03;5986.6
2021-01-11 09;2516.46;6000.4
2021-01-11 10;2386.1;6007.65
2021-01-11 11;2386.39;6004.2
2021-01-11 12;2577.24;6011.49
2021-01-11 13;2696.13;6004.61
2021-01-11 14;2593.33;6004.38
2021-01-11 15;2610.18;6000.92
2021-01-11 16;2590.41;6023.68
2021-01-11 17;2404.5;6018.12
2021-01-11 18;2124.82;6006.21
2021-01-11 19;2078.28;6023.69
2021-01-11 20;1973.07;5992.04
2021-01-11 21;1977.79;5990.32
2021-01-11 22;1755.83;5990.23
2021-01-11 23;1699.67;5979.49
2021-01-12 00;1558.61;5948.38
2021-01-12 01;1268.38;5954.64
2021-01-12 02;1015.89;5950.38
2021-01-12 03;775.69;5947.36
2021-01-12 04;684.95;5944.38
2021-01-12 05;636.13;6265.05
2021-01-12 06;703.04;6265.05
2021-01-12 07;710.01;6265.05
2021-01-12 08;697.66;6265.05
2021-01-12 09;686.49;6265.05
2021-01-12 10;668.92;6265.05
2021-01-12 11;544.53;6265.05
2021-01-12 12;443.98;6265.05
2021-01-12 13;421.88;6265.05
2021-01-12 14;443.2;6265.05
2021-01-12 15;435.67;6265.05
2021-01-12 16;455.55;6265.05
2021-01-12 17;504.74;6265.05
2021-01-12 18;592.62;6265.05
2021-01-12 19;726.21;6265.05
2021-01-12 20;690.18;6265.05
2021-01-12 21;649.15;5924.16
2021-01-12 22;625.33;5941.02
2021-01-12 23;597.3;5961.43
2021-01-13 00;621.26;5976.56
2021-01-13 01;625.31;5950.67
2021-01-13 02;596.55;5954.52
2021-01-13 03;629.76;5932.42
2021-01-13 04;643.11;5927.26
2021-01-13 05;678.38;5912.88
2021-01-13 06;723.13;5906.76
2021-01-13 07;748.89;5918.06
2021-01-13 08;780.35;5908.82
2021-01-13 09;780.35;5916.64
2021-01-13 10;775.05;5967.54
2021-01-13 11;738.5;5962.23
2021-01-13 12;605.67;5947.22
2021-01-13 13;471.07;6058.23
2021-01-13 14;438.71;6047.27
2021-01-13 15;475.45;6033.56
2021-01-13 16;522.03;6034.96
2021-01-13 17;585.07;6044.85
2021-01-13 18;610.08;6052.05
2021-01-13 19;582.95;6062.51
2021-01-13 20;645.24;6058.48
2021-01-13 21;646.14;6073.54
2021-01-13 22;578.93;6080.34
2021-01-13 23;607.53;6085.93
2021-01-14 00;621.68;6265.05
2021-01-14 01;624.29;6265.05
2021-01-14 02;626.37;6265.05
2021-01-14 03;619.01;6265.05
2021-01-14 04;675.5;6265.05
2021-01-14 05;656.62;6265.05
2021-01-14 06;662.96;6265.05
2021-01-14 07;778.69;6265.05
2021-01-14 08;913.48;6265.05
2021-01-14 09;933.39;6265.05
2021-01-14 10;872.35;6265.05
2021-01-14 11;700.94;6265.05
2021-01-14 12;641.27;6265.05
2021-01-14 13;661.72;6265.05
2021-01-14 14;688.44;6265.05
2021-01-14 15;665.75;6265.05
2021-01-14 16;817.25;5999.21
2021-01-14 17;968.72;6030.49
2021-01-14 18;1012.13;6037.77
2021-01-14 19;969.7;6059.81
2021-01-14 20;951.58;6063.1
2021-01-14 21;950.86;6072.27
2021-01-14 22;1012.93;6072.54
2021-01-14 23;1035.88;6067.17
2021-01-15 00;916.64;6055.81
2021-01-15 01;859.84;5997.79
2021-01-15 02;879.46;5995.04
2021-01-15 03;916.56;5995.11
2021-01-15 04;841.28;5986.79
2021-01-15 05;701.23;5983.41
2021-01-15 06;683.9;5980.72
2021-01-15 07;618.72;5983.19
2021-01-15 08;705.61;6008.36
2021-01-15 09;766.49;5997.32
2021-01-15 10;839.45;6010.65
2021-01-15 11;772.32;6039.63
2021-01-15 12;645.86;6041.87
2021-01-15 13;670.29;6041.87
2021-01-15 14;746.83;6041.87
2021-01-15 15;684.47;6041.87
2021-01-15 16;621.45;6032.73
2021-01-15 17;612.85;6036.18
2021-01-15 18;647.79;6025.21
2021-01-15 19;680.92;6015.87
2021-01-15 20;736.29;6023.48
2021-01-15 21;735.03;5987.98
2021-01-15 22;752.66;5978.51
2021-01-15 23;749.29;5991.23
2021-01-16 00;744.74;5987.27
2021-01-16 01;718.32;5975.91
2021-01-16 02;679.17;5926.5
2021-01-16 03;697.27;5921.72
2021-01-16 04;788.94;5995.05
2021-01-16 05;794.94;6007.72
2021-01-16 06;796.54;6004.52
2021-01-16 07;770.06;6001.61
2021-01-16 08;727.74;5998.07
2021-01-16 09;737.19;6000.53
2021-01-16 10;697.6;6006.57
2021-01-16 11;588.85;6003.05
2021-01-16 12;439.55;6007.33
2021-01-16 13;375.64;6002.94
2021-01-16 14;312.41;5986.18
2021-01-16 15;359.01;5980.7
2021-01-16 16;368;6265.05
2021-01-16 17;380.93;6265.05
2021-01-16 18;453.72;6265.05
2021-01-16 19;508.87;6265.05
2021-01-16 20;592.64;6265.05
2021-01-16 21;625.78;6265.05
2021-01-16 22;607.19;6265.05
2021-01-16 23;608;6265.05
2021-01-17 00;639.21;6265.05
2021-01-17 01;613.99;6265.05
2021-01-17 02;577.57;6265.05
2021-01-17 03;604.75;6265.05
2021-01-17 04;631.25;6265.05
2021-01-17 05;725.15;6265.05
2021-01-17 06;854.27;6265.05
2021-01-17 07;905.25;6265.05
2021-01-17 08;909.85;6265.05
2021-01-17 09;893.83;6265.05
2021-01-17 10;739.84;6265.05
2021-01-17 11;740.88;6265.05
2021-01-17 12;699.86;6265.05
2021-01-17 13;647.52;6265.05
2021-01-17 14;713.68;6265.05
2021-01-17 15;633.31;5955.54
2021-01-17 16;614.07;5949.75
2021-01-17 17;484.82;5929.85
2021-01-17 18;523.05;5933.81
2021-01-17 19;545.73;5939.7
2021-01-17 20;546.91;5946.3
2021-01-17 21;527.23;5929.03
2021-01-17 22;478.1;5924.06
2021-01-17 23;367.13;5918.67
2021-01-18 00;322.68;5905.27
2021-01-18 01;234.22;5853.37
2021-01-18 02;199.85;5864.03
2021-01-18 03;209.53;5865.96
2021-01-18 04;206.9;5871.14
2021-01-18 05;191.21;5874.79
2021-01-18 06;216.83;5949.03
2021-01-18 07;222.28;6265.05
2021-01-18 08;269.13;6265.05
2021-01-18 09;236.24;6265.05
2021-01-18 10;191.71;6265.05
2021-01-18 11;132.88;6265.05
2021-01-18 12;57.97;6265.05
2021-01-18 13;69.83;6265.05
2021-01-18 14;112.98;6265.05
2021-01-18 15;123.31;6265.05
2021-01-18 16;139.79;6265.05
2021-01-18 17;117.83;6265.05
2021-01-18 18;98.87;6265.05
2021-01-18 19;102.91;6265.05
2021-01-18 20;113.88;6265.05
2021-01-18 21;166.23;6265.05
2021-01-18 22;263.74;6265.05
2021-01-18 23;303.05;6265.05
2021-01-19 00;387.55;6265.05
2021-01-19 01;505.07;6265.05
2021-01-19 02;619.26;6265.05
2021-01-19 03;660.03;6265.05
2021-01-19 04;728.77;6265.05
2021-01-19 05;835.71;6265.05
2021-01-19 06;963.81;6265.05
2021-01-19 07;1069.22;6265.05
2021-01-19 08;1123.74;6265.05
2021-01-19 09;1160.72;6265.05
2021-01-19 10;1252.08;6265.05
2021-01-19 11;1286.24;6265.05
2021-01-19 12;1215.45;6265.05
2021-01-19 13;1220.86;6265.05
2021-01-19 14;1386.42;6265.05
2021-01-19 15;1508.21;6265.05
2021-01-19 16;1418.38;6265.05
2021-01-19 17;1494.47;6265.05
2021-01-19 18;1655.23;6265.05
2021-01-19 19;1812.38;6265.05
2021-01-19 20;2141.19;6265.05
2021-01-19 21;2532.18;6265.05
2021-01-19 22;2629.35;6265.05
2021-01-19 23;2933.75;6265.05
2021-01-20 00;2949.29;6265.05
2021-01-20 01;2902.28;6265.05
2021-01-20 02;3014.32;6265.05
2021-01-20 03;3137.03;6265.05
2021-01-20 04;3616.28;6265.05
2021-01-20 05;3863.81;6265.05
2021-01-20 06;4061.84;6265.05
2021-01-20 07;4382.64;6265.05
2021-01-20 08;4647.83;6265.05
2021-01-20 09;4817.27;6265.05
2021-01-20 10;4827.92;6265.05
2021-01-20 11;4860.78;6265.05
2021-01-20 12;4816.32;6265.05
2021-01-20 13;4841.95;6265.05
2021-01-20 14;4956.04;6265.05
2021-01-20 15;5037.31;6265.05
2021-01-20 16;5137.58;6265.05
2021-01-20 17;5275.76;6265.05
2021-01-20 18;5311.41;6265.05
2021-01-20 19;5205.95;6265.05
2021-01-20 20;5163.93;6265.05
2021-01-20 21;5049.31;6265.05
2021-01-20 22;5031.14;6265.05
2021-01-20 23;4985.29;6265.05
2021-01-21 00;4971.6;6265.05
2021-01-21 01;4921.03;6265.05
2021-01-21 02;4911.65;6265.05
2021-01-21 03;4897.4;6265.05
2021-01-21 04;4542.26;6265.05
2021-01-21 05;4654.74;6265.05
2021-01-21 06;4709.34;6265.05
2021-01-21 07;4735.31;6265.05
2021-01-21 08;4804.61;6265.05
2021-01-21 09;4757.61;6265.05
2021-01-21 10;4827.92;6265.05
2021-01-21 11;4921.78;6265.05
2021-01-21 12;5064.45;6265.05
2021-01-21 13;5172.04;6265.05
2021-01-21 14;5159.61;6265.05
2021-01-21 15;5163.39;6265.05
2021-01-21 16;5167.92;6265.05
2021-01-21 17;5182.51;6265.05
2021-01-21 18;5256.54;6265.05
2021-01-21 19;5313.69;6265.05
2021-01-21 20;5342.01;6265.05
2021-01-21 21;5264.67;6265.05
2021-01-21 22;5217.26;6265.05
2021-01-21 23;5134.07;6265.05
2021-01-22 00;5024.52;6265.05
2021-01-22 01;5037.98;6265.05
2021-01-22 02;4813.24;6265.05
2021-01-22 03;4533.71;6265.05
2021-01-22 04;3825.14;6265.05
2021-01-22 05;3810.37;6265.05
2021-01-22 06;3582.77;6265.05
2021-01-22 07;3721.18;6265.05
2021-01-22 08;4046.74;6265.05
2021-01-22 09;4158.98;6002.2
2021-01-22 10;4322.83;6002.22
2021-01-22 11;4345.65;6055.53
2021-01-22 12;4158.32;6055.53
2021-01-22 13;3999.37;6055.52
2021-01-22 14;3935.5;6055.53
2021-01-22 15;3853.78;6055.52
2021-01-22 16;3802.41;6055.52
2021-01-22 17;3901.79;6055.52
2021-01-22 18;3734.41;6055.53
2021-01-22 19;3807.37;6055.53
2021-01-22 20;3977.1;6055.53
2021-01-22 21;3887.72;6055.54
2021-01-22 22;4012.25;6055.53
2021-01-22 23;4146.78;6055.51
2021-01-23 00;4290.73;6055.54
2021-01-23 01;4347.12;6055.53
2021-01-23 02;4485.33;6055.53
2021-01-23 03;4460.63;6055.53
2021-01-23 04;4589.89;6055.53
2021-01-23 05;4624.82;6055.53
2021-01-23 06;4648.64;6055.53
2021-01-23 07;4676.07;6055.53
2021-01-23 08;4680.97;6055.53
2021-01-23 09;4793.12;6055.53
2021-01-23 10;4837.31;6055.53
2021-01-23 11;4816.37;6055.53
2021-01-23 12;4849.12;6055.53
2021-01-23 13;4857.2;6055.53
2021-01-23 14;4823.19;6055.53
2021-01-23 15;4848.35;6055.53
2021-01-23 16;4879.9;6055.53
2021-01-23 17;4878.22;6055.53
2021-01-23 18;4853.94;6055.53
2021-01-23 19;4747.92;6055.53
2021-01-23 20;4744.55;6055.53
2021-01-23 21;4678.46;6055.53
2021-01-23 22;4673.73;6055.53
2021-01-23 23;4717.89;6055.42
2021-01-24 00;4691.84;6055.53
2021-01-24 01;4711.63;6055.53
2021-01-24 02;4764.81;6055.53
2021-01-24 03;4468.65;6055.53
2021-01-24 04;4129.57;6055.53
2021-01-24 05;4045.87;6055.53
2021-01-24 06;3464.1;6055.53
2021-01-24 07;3158.19;6055.53
2021-01-24 08;2928.93;5774.15
2021-01-24 09;2925.02;5787.75
2021-01-24 10;2837.71;6055.53
2021-01-24 11;3008.74;6055.53
2021-01-24 12;3411.88;6055.53
2021-01-24 13;3844.52;6055.53
2021-01-24 14;4042.46;6055.53
2021-01-24 15;4217.16;6055.53
2021-01-24 16;4198.51;6055.53
2021-01-24 17;4245.64;6055.53
2021-01-24 18;4051.75;6055.53
2021-01-24 19;3998.75;6055.53
2021-01-24 20;4148.15;6055.53
2021-01-24 21;3989.4;6055.53
2021-01-24 22;3855.12;6055.53
2021-01-24 23;3498.92;6055.53
2021-01-25 00;3146.47;6055.53
2021-01-25 01;2873.58;6055.53
2021-01-25 02;2872.8;6055.53
2021-01-25 03;2844.45;6055.53
2021-01-25 04;2824.9;6055.53
2021-01-25 05;2975.15;6055.53
2021-01-25 06;3228.59;6055.53
2021-01-25 07;3629.42;6055.53
2021-01-25 08;3726.03;6055.53
2021-01-25 09;3785.26;6055.53
2021-01-25 10;3681.96;6055.53
2021-01-25 11;3515.03;6055.53
2021-01-25 12;3489.47;6055.53
2021-01-25 13;3293.14;6055.53
2021-01-25 14;3098.87;6055.53
2021-01-25 15;2684.79;6055.53
2021-01-25 16;2122.07;6055.53
2021-01-25 17;1535.43;6055.52
2021-01-25 18;1390.07;6055.52
2021-01-25 19;1381.59;6055.54
2021-01-25 20;1128.9;6055.52
2021-01-25 21;957.04;5734.46
2021-01-25 22;827.22;5707.72
2021-01-25 23;736.31;5702.25
2021-01-26 00;665.23;5764.87
2021-01-26 01;640.87;5761.98
2021-01-26 02;601.44;5787.47
2021-01-26 03;665.81;5797.19
2021-01-26 04;749.53;6055.53
2021-01-26 05;883.42;6055.52
2021-01-26 06;992.6;6055.53
2021-01-26 07;956.37;6055.51
2021-01-26 08;901.71;6055.53
2021-01-26 09;940.63;6055.53
2021-01-26 10;1050.08;6055.53
2021-01-26 11;958.48;6055.52
2021-01-26 12;882.35;6055.51
2021-01-26 13;926.16;6055.52
2021-01-26 14;1090.55;6055.54
2021-01-26 15;1142.08;6055.52
2021-01-26 16;1059.68;6055.52
2021-01-26 17;985.68;6055.52
2021-01-26 18;930.85;6055.53
2021-01-26 19;926.28;6055.52
2021-01-26 20;977.91;6055.52
2021-01-26 21;1112.33;6055.53
2021-01-26 22;1328;6055.54
2021-01-26 23;1603.01;6055.52
2021-01-27 00;1779.95;6055.53
2021-01-27 01;1873.97;6055.42
2021-01-27 02;2024.22;6055.53
2021-01-27 03;1897.03;6055.53
2021-01-27 04;1891.61;6055.53
2021-01-27 05;1685.08;6055.53
2021-01-27 06;1762.77;6055.53
2021-01-27 07;1634.72;6055.53
2021-01-27 08;1581.11;6055.53
2021-01-27 09;1499.12;6055.53
2021-01-27 10;1325.71;6055.53
2021-01-27 11;1171.98;6055.53
2021-01-27 12;957.36;6055.53
2021-01-27 13;890.93;6055.53
2021-01-27 14;875.6;6055.53
2021-01-27 15;892.73;6055.53
2021-01-27 16;1057.55;6055.53
2021-01-27 17;1154.68;6055.53
2021-01-27 18;1353.54;6055.53
2021-01-27 19;1765.35;6082.54
2021-01-27 20;1924.32;6055.51
2021-01-27 21;1868.95;6055.53
2021-01-27 22;1845.62;6055.53
2021-01-27 23;1830.81;6055.53
2021-01-28 00;1919.34;6055.54
2021-01-28 01;1904.02;6055.52
2021-01-28 02;1962.53;6055.53
2021-01-28 03;2096.03;6055.54
2021-01-28 04;2149.88;6055.53
2021-01-28 05;2169.3;6055.51
2021-01-28 06;2226.14;6055.53
2021-01-28 07;2277.68;6055.53
2021-01-28 08;2197.24;6055.54
2021-01-28 09;2213.52;6055.52
2021-01-28 10;2221.23;6055.53
2021-01-28 11;2182.41;6055.52
2021-01-28 12;2165.89;6055.52
2021-01-28 13;2240.4;6055.53
2021-01-28 14;2364.83;6055.52
2021-01-28 15;2513.22;6055.55
2021-01-28 16;2640.49;6055.53
2021-01-28 17;2612.08;6055.52
2021-01-28 18;2684.41;6055.52
2021-01-28 19;2754.96;6049.23
2021-01-28 20;2900.27;6055.53
2021-01-28 21;3313.74;6055.53
2021-01-28 22;3542.37;6055.53
2021-01-28 23;3598.38;6055.53
2021-01-29 00;3559.55;6055.53
2021-01-29 01;3376.88;6055.53
2021-01-29 02;3230.46;6055.53
2021-01-29 03;3316.44;6055.53
2021-01-29 04;3177.61;6055.53
2021-01-29 05;3096.57;6055.53
2021-01-29 06;2915.82;6055.53
2021-01-29 07;2806.25;6055.53
2021-01-29 08;2706.71;6055.42
2021-01-29 09;2481.41;6051.06
2021-01-29 10;2216.3;6052.89
2021-01-29 11;2095.57;6050.04
2021-01-29 12;1878.53;6054.71
2021-01-29 13;1856.68;6055.53
2021-01-29 14;1730.21;6055.53
2021-01-29 15;1547.22;6265.05
2021-01-29 16;1435;6265.05
2021-01-29 17;1450.75;6265.05
2021-01-29 18;1527.64;6265.05
2021-01-29 19;1807.66;6265.05
2021-01-29 20;2320.35;6265.05
2021-01-29 21;3288.13;6265.05
2021-01-29 22;3926.03;6265.05
2021-01-29 23;4314.52;6265.05
2021-01-30 00;4673.98;6265.05
2021-01-30 01;4707.4;6265.05
2021-01-30 02;4596.89;6265.05
2021-01-30 03;4559.52;6265.05
2021-01-30 04;4674.54;6265.05
2021-01-30 05;4700.41;6265.05
2021-01-30 06;4872.79;6265.05
2021-01-30 07;4645.83;6265.05
2021-01-30 08;4698.14;6265.05
2021-01-30 09;4912.38;6265.05
2021-01-30 10;5108.36;6265.05
2021-01-30 11;5100.34;6265.05
2021-01-30 12;5137.29;6265.05
2021-01-30 13;4882.45;6265.05
2021-01-30 14;4957.26;6265.05
2021-01-30 15;4401.35;6265.05
2021-01-30 16;4025.85;6265.05
2021-01-30 17;3839.12;6265.05
2021-01-30 18;4253;6265.05
2021-01-30 19;4496.12;6265.05
2021-01-30 20;4596.48;6265.05
2021-01-30 21;4636.95;6265.05
2021-01-30 22;4746.54;6265.05
2021-01-30 23;4759.08;6265.05
2021-01-31 00;4708.45;6265.05
2021-01-31 01;4087.37;6265.05
2021-01-31 02;3249.81;6265.05
2021-01-31 03;3160.5;6265.05
2021-01-31 04;2794.5;6265.05
2021-01-31 05;2720.67;6265.05
2021-01-31 06;2717.11;6265.05
2021-01-31 07;2473.31;6265.05
2021-01-31 08;2445.02;6265.05
2021-01-31 09;2105.24;6265.05
2021-01-31 10;2346.67;6265.05
2021-01-31 11;2907.47;6265.05
2021-01-31 12;3570.06;6265.05
2021-01-31 13;3727.07;6265.05
2021-01-31 14;3793.83;6265.05
2021-01-31 15;3877.49;6265.05
2021-01-31 16;3620.06;6265.05
2021-01-31 17;3406.52;6265.05
2021-01-31 18;3761.32;6265.05
2021-01-31 19;4205.64;6265.05
2021-01-31 20;4696.1;6265.05
2021-01-31 21;4748.69;6265.05
2021-01-31 22;4611.04;6265.05
2021-01-31 23;4549.02;6265.05
2021-02-01 00;4160.59;6265.05
2021-02-01 01;3544.71;6265.05
2021-02-01 02;3430.5;6265.05
2021-02-01 03;3395;6265.05
2021-02-01 04;3170.81;6265.05
2021-02-01 05;3069.63;6265.05
2021-02-01 06;3245.16;6265.05
2021-02-01 07;3718.21;6265.05
2021-02-01 08;4354.65;6265.05
2021-02-01 09;4575.86;6265.05
2021-02-01 10;4630.27;6265.05
2021-02-01 11;4496.42;6265.05
2021-02-01 12;4507.63;6265.05
2021-02-01 13;4449.87;6265.05
2021-02-01 14;4645.24;6265.05
2021-02-01 15;4726.19;6265.05
2021-02-01 16;4686.23;6265.05
2021-02-01 17;4550.26;6265.05
2021-02-01 18;4324.02;6265.05
2021-02-01 19;3885.31;6265.05
2021-02-01 20;3720.71;6265.05
2021-02-01 21;3756.87;6265.05
2021-02-01 22;3750.37;6265.05
2021-02-01 23;3742.95;6265.05
2021-02-02 00;3820.35;6265.05
2021-02-02 01;3899.68;6265.05
2021-02-02 02;3949.72;6265.05
2021-02-02 03;3984.62;6265.05
2021-02-02 04;4106.47;6265.05
2021-02-02 05;4166.37;6265.05
2021-02-02 06;3942.42;6265.05
2021-02-02 07;3761.61;6265.05
2021-02-02 08;3589.06;6265.05
2021-02-02 09;3239.52;6265.05
2021-02-02 10;3145.43;6265.05
2021-02-02 11;3187.77;6265.05
2021-02-02 12;3279.49;6265.05
2021-02-02 13;3622.76;6265.05
2021-02-02 14;3670.79;6265.05
2021-02-02 15;3383.83;6265.05
